0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
0.100 0.100 30.900 0.010 30.010 1.000 0.600 0.548
